Contract_Number,Consumer_ID,Product,Contract_Status,Application Date,Entry Date,StartHalf,First Installment Date,Purchase Amt,Deposit Amt,Financed Amt,Deposit_Percent,Total Term,Term_Run,Term_Remaining,Payment Type,Total No Of Payments,Freq,Instalment Amt,Total Payments Received,Total Balance Outstanding,Amt Paid To Merchant_nettofmerchfeesandGST,Gtee Rate,Gtee Charges,Est Fees,Proc Fees,Other Fees,Total Merchant Charges,Total Consumer Charges,Total Charges,Effective Billing Rate,Expected Contract End Date,No Of Days In Default,Arrears Amount,No Of Days In Arrears,DefaultAmount,DefaultDate,MonthsToDefault,Recent Default_Default Date,Recent Default_Default Amt,Recent Default_Recov Amt,Recent Default_Cure Date,Consumer Post Code,Consumer Year Of Birth,Merchant Number,Merchant Name,Industry Name,Homowner Ind,Homowner Consumer
60849450,L60849450,FURN,Default,2006/1/21,2006/1/27,2006H1,2006/2/10,3242,810.5,2431.5,0.25,12,12,0,Bank,26,FN,93.50484541,1589.67 ,591.83 ,2178.2,0.083999999,204.24,26,0,0,230.24 ,0.00,230.24 ,0.09469052,2007/2/10,1591,591.83,1563,591.83,2007/3/2,14,2006/11/2,841.83 ,250.00 ,,4300,1967/10/23,30108601,QUEENSLAND BEDDING,Furniture / Bedding New,No,No
60930367,L60930367,PLAN,Default,2006/6/5,2006/6/27,2006H1,2006/7/17,1590,290,1300,0.182389937,9,9,0,Bank,19,FN,66.65641183,395.32 ,654.68 ,1165,0.078999996,102.7,20,0,0,122.70 ,0.00,122.70 ,0.094384615,2007/4/17,1579,654.68,1538,654.68,2007/3/14,9,2006/11/14,904.68 ,250.00 ,,3567,1957/8/21,30105476,SURESLIM - BENDIGO,Weightloss,No,No
60667235,L60667235,REPAIRS,Default,2006/6/16,2006/6/20,2006H1,2006/7/10,2429,810,1619,0.333470564,10,10,0,Bank,10,Mth,161.9,810.00 ,559.00 ,1452.4,0.078100003,126.44,25,0,0,151.44 ,10.00,161.44 ,0.099715874,2007/5/10,1551,559,1506,559,2007/4/11,10,2006/12/12,809.00 ,250.00 ,,2750,1975/3/8,30107504,PEDDERS SUSPENSION  - PENRITH,Auto Repair / Service,No,No
60888034,L60888034,HWS,Default,2006/7/19,2006/8/14,2006H2,2006/8/30,1404,351,1053,0.25,12,12,0,Bank,12,Mth,87.75,351.00 ,452.00 ,957.2,0.057999998,61.07,26,0,0,87.07 ,20.00,107.07 ,0.101680912,2007/8/30,1528,452,1445,452,2007/5/4,9,2007/1/4,702.00 ,250.00 ,,2170,1965/2/3,30108836,AGL ASSIST VIC,Hot Water / Gas,Yes,Yes
60354470,L60354470,RING,Default,2006/9/15,2006/9/18,2006H2,2006/10/15,2849.05,713,2136.05,0.250258858,12,12,0,CC,12,Mth,178.0041667,712.01 ,1174.04 ,1935.4,0.076000005,162.33,20,0,0,182.33 ,10.00,192.33 ,0.090040027,2007/10/15,1485,1174.04,1444,1174.04,2007/6/16,9,2007/2/16,1424.04 ,250.00 ,,6233,1985/9/25,30101221,EDMENTS BUNBURY (830),Jewellery,No,No
61003300,L61003300,JEWELLS,Default,2006/10/27,2006/11/3,2006H2,2006/11/27,4000,1000,3000,0.25,12,12,0,Bank,12,Mth,250,750.00 ,2000.00 ,2691.8,0.083799995,251.39,23.75,0,5,280.14 ,10.00,290.14 ,0.096713333,2007/11/27,1472,2000,1443,2000,2007/6/29,7,2007/3/1,2250.00 ,250.00 ,,3173,1977/5/19,30105564,MICHAEL HILL JEWELLER - PARKMORE (409),Jewellery,No,No
99596890,L99596890,REPAIRS,Default,2007/1/18,2007/1/25,2007H1,2007/2/13,2000,500,1500,0.25,6,6,0,CC,6,Mth,250,250.00 ,1000.00 ,1358.2,0.073399998,110.1,9.75,0,9,128.85 ,0.00,128.85 ,0.0859,2007/8/13,1459,1000,1430,1000,2007/7/12,6,2007/3/14,1250.00 ,250.00 ,,3028,1976/6/13,30100721,LUBE MOBILE - THORNBURY,Auto Repair / Service,No,No
60944315,L60944315,,Default,2006/9/21,2006/10/6,2006H2,2006/10/20,509.2,101.84,407.36,0.2,12,12,0,Bank,26,FN,15.66528226,0.00 ,157.36 ,333.7,0.107799999,43.91,23,0,0,66.91 ,0.00,66.91 ,0.164252749,2007/10/20,1597,157.36,1379,157.36,2007/2/24,4,2006/10/27,407.36 ,250.00 ,,3337,1971/1/26,30110714,PROUDS JEWELLERS MELTON (122),Jewellery,No,No
99606088,L99606088,606088,Default,2007/2/9,2007/2/19,2007H1,2007/2/26,631.9,300,331.9,0.474758664,6,6,0,CC,6,Mth,55.31666667,0.00 ,81.90 ,284.4,0.073399998,24.36,9.75,0,9,43.11 ,0.00,43.11 ,0.129888521,2007/8/26,1446,81.9,1333,81.9,2007/7/25,5,2007/3/27,331.90 ,250.00 ,,2100,1977/5/4,30100720,LUBE MOBILE - SILVERWATER,Auto Repair / Service,No,No
61266184,L61266184,JWLRY,Default,2007/12/5,2007/12/12,2007H2,2007/12/18,2796.5,279.65,2516.85,0.1,18,18,0,Bank,39,FN,64.52468851,580.77 ,1686.08 ,2146.3,0.120700002,303.78,33,0,0,336.78 ,10.00,346.78 ,0.13778334,2009/6/18,1052,1686.08,999,1686.08,2008/8/22,8,2008/4/24,1936.08 ,250.00 ,,4670,1973/9/27,30102223,WALLACE BISHOP - BUNDABERG,Jewellery,No,No
61136184,L61136184,TINT,Default,2007/9/26,2007/10/2,2007H2,2007/10/12,475,100,375,0.210526316,9,9,0,Bank,9,Mth,41.66666667,124.98 ,0.02 ,320.4,0.071000002,26.62,23,0,0,49.62 ,10.00,59.62 ,0.158986667,2008/7/12,1142,0.02,975,0.02,2008/5/24,7,2008/1/25,250.02 ,250.00 ,,3976,1984/5/26,30114373,TINT A CAR - DANDENONG,Auto Specialty,No,No
61025624,L61025624,RINGS,Default,2007/6/8,2007/7/13,2007H2,2007/8/7,1121.2,280.3,840.9,0.25,12,12,0,Bank,12,Mth,70.075,520.21 ,70.69 ,748.1,0.076499999,64.32,20,0,0,84.32 ,40.00,124.32 ,0.147841598,2008/8/7,934,0,946,70.69,2008/12/18,17,2008/8/20,320.69 ,250.00 ,,2580,1983/3/1,30107817,GOLDMARK GOULBURN (738),Jewellery,No,No
61151951,L61151951,,Default,2007/3/29,2007/4/4,2007H1,2007/4/29,550,138,412,0.250909091,18,18,0,Bank,18,Mth,22.88888889,114.40 ,47.60 ,329.2,0.115800001,47.7,27.5,0,0,75.20 ,0.00,75.20 ,0.182524272,2008/10/29,1255,47.6,928,47.6,2008/2/1,10,2007/10/4,297.60 ,250.00 ,,3910,1986/12/17,30102207,MICHAEL HILL JEWELLER - KNOX CITY (395),Jewellery,No,No
60828143,L60287956,RING,Default,2007/11/9,2007/11/13,2007H2,2007/11/22,1999,499.75,1499.25,0.25,12,12,0,CC,12,Mth,124.9375,124.94 ,1124.43 ,1349.7,0.077299997,115.89,20,0,0,135.89 ,10.00,145.89 ,0.097308654,2008/11/22,1167,1124.43,1109,1124.43,2008/4/29,5,2007/12/31,1374.31 ,249.88 ,,2580,1978/4/23,30101629,GOLDMARK WOLLONGONG (610),Jewellery,No,No
60939312,L60939312,LAPTOP,Default,2006/8/21,2006/9/5,2006H2,2006/9/14,2598,650,1948,0.250192456,12,12,0,Bank,26,FN,74.91155207,524.44 ,1173.72 ,1741,0.081199996,158.17,30,0,0,188.17 ,10.00,198.17 ,0.101729979,2007/9/14,1524,1173.72,1482,1173.72,2007/5/8,8,2007/1/8,1423.56 ,249.84 ,,7325,1971/9/17,30110847,BEST DEAL 4 U COMPUTERS & IT,Computers,No,No
61171380,L61171380,VACUUM,Default,2007/8/12,2007/8/21,2007H2,2007/9/13,499,0,499,0,6,6,0,CC,6,Mth,83.16666667,249.48 ,0.03 ,445.4,0.097499996,48.65,0,0,0,48.65 ,10.00,58.65 ,0.11753507,2008/3/13,1171,0.03,1096,0.03,2008/4/25,8,2007/12/27,249.52 ,249.49 ,,2204,1954/1/1,30105533,GODFREYS - PUNCHBOWL,Vacuums,No,No
60984153,L60984153,,Default,2006/6/15,2006/6/21,2006H1,2006/7/15,1537,384.25,1152.75,0.25,18,18,0,Bank,39,FN,29.55314567,502.14 ,401.49 ,978.2,0.113799997,131.18,27.5,0,0,158.68 ,10.00,168.68 ,0.146328345,2008/1/15,1438,401.49,1330,401.49,2007/8/2,14,2007/4/4,650.61 ,249.12 ,,2770,1975/6/24,30111265,MICHAEL HILL JEWELLER MT DRUITT (268),Jewellery,No,No
60939205,L60939205,REPAIRS,Default,2006/7/1,2006/7/10,2006H2,2006/7/30,1592.25,398.1,1194.15,0.250023552,6,6,0,Bank,6,Mth,199.025,597.06 ,348.07 ,1075.2,0.073799998,88.12,20,0,0,108.12 ,10.00,118.12 ,0.098915547,2007/1/30,1559,348.07,1537,348.07,2007/4/3,9,2006/12/4,597.09 ,249.02 ,,2287,1958/7/27,30105509,MIDAS CAR CARE - COOKS HILL,Auto Repair / Service,No,No
61203513,L61203513,VACCUM,Default,2007/5/3,2007/5/20,2007H1,2007/6/1,1199,119.9,1079.1,0.1,12,12,0,CC,26,FN,41.49746193,249.00 ,581.10 ,969.9,0.092,99.27,0,0,0,99.27 ,0.00,99.27 ,0.091993328,2008/6/1,1293,581.1,1211,581.1,2007/12/25,7,2007/8/27,830.10 ,249.00 ,,4122,1965/1/12,30104412,GODFREYS - CARINDALE,Vacuums,No,No
60959772,L60959772,SYSTEM,Default,2006/5/27,2006/5/31,2006H1,2006/6/15,2204,551,1653,0.25,12,12,0,Bank,12,Mth,137.75,826.50 ,578.75 ,1470.7,0.084499992,139.67,26,0,0,165.67 ,10.00,175.67 ,0.106273442,2007/6/15,1524,578.75,1478,578.75,2007/5/8,12,2007/1/8,826.50 ,247.75 ,,5016,1982/4/21,30105044,IT WAREHOUSE - ADELAIDE CITY,Computers,No,No
60803652,L60803652,JEWELRY,Default,2006/1/13,2006/1/24,2006H1,2006/2/1,1400,230,1170,0.164285714,12,12,0,Bank,12,Mth,97.5,390.00 ,532.50 ,1091.3,0.043200001,50.54,21,0,0,71.54 ,0.00,71.54 ,0.061145299,2007/2/1,1733,532.5,1661,532.5,2006/10/11,9,2006/6/13,780.00 ,247.50 ,,5540,1968/12/9,30100757,SHIELS - HOLLYWOOD PLAZA,Jewellery,No,No
61272800,L61272800,GOODS,Default,2007/8/31,2007/9/5,2007H2,2007/9/30,804,160.8,643.2,0.2,12,12,0,Bank,26,FN,24.73465621,395.68 ,0.06 ,554.6,0.093999997,60.46,20,0,0,80.46 ,10.00,90.46 ,0.140640547,2008/9/30,1018,0.06,895,0.06,2008/9/25,12,2008/5/28,247.52 ,247.46 ,,4020,1964/6/16,30110771,PROUDS JEWELLERS PENINSULA FAIR (442),Jewellery,No,No
61025901,L61025901,,Default,2006/8/18,2006/8/27,2006H2,2006/9/14,822,82.2,739.8,0.1,12,12,0,Bank,26,FN,28.44946931,85.35 ,408.40 ,626.7,0.107799999,79.75,23,0,0,102.75 ,10.00,112.75 ,0.152406056,2007/9/14,1579,408.4,1467,408.4,2007/3/13,7,2006/11/13,654.45 ,246.05 ,,3558,1986/7/3,30103979,PROUDS JEWELLERS BENDIGO (136),Jewellery,No,No
61288865,L61288865,,Default,2007/9/20,2007/10/1,2007H2,2007/10/16,2368,237,2131,0.100084459,12,12,0,Bank,26,FN,81.94893093,983.52 ,901.60 ,1794.5,0.131799996,280.86,25,0,0,305.86 ,0.00,305.86 ,0.14352886,2008/10/16,1073,901.6,1033,901.6,2008/8/1,10,2008/4/3,1147.48 ,245.88 ,,2227,1985/1/15,30111250,MICHAEL HILL JEWELLER MIRANDA (252),Jewellery,No,No
61038140,L61038140,BEDDING,Default,2006/9/11,2006/9/17,2006H2,2006/9/29,788,260,528,0.329949239,24,24,0,Bank,52,FN,10.15228426,101.50 ,180.75 ,437.7,0.108000003,57.02,25,0,0,82.02 ,5.00,87.02 ,0.164810606,2008/9/29,1474,180.75,1141,180.75,2007/6/27,9,2007/2/27,426.50 ,245.75 ,,3030,1985/6/20,30112672,SYDNEY'S FURNITURE - HOPPERS CROSSING,Furniture / Bedding New,No,No
60973399,L60973399,RING,Default,2006/8/5,2006/8/11,2006H2,2006/9/2,1595,398.75,1196.25,0.25,18,18,0,Bank,36,FN,30.66835871,617.06 ,333.83 ,1009.4,0.114799999,137.32,27.5,0,5,169.82 ,10.00,179.82 ,0.150319749,2008/3/2,1369,333.83,1259,333.83,2007/10/10,14,2007/6/12,579.19 ,245.36 ,,2340,1983/7/26,30111281,MICHAEL HILL JEWELLER TAMWORTH (288),Jewellery,No,No
60797210,L60797210,JEWELLERY,Default,2006/9/23,2006/9/29,2006H2,2006/10/20,1350,338,1012,0.25037037,12,12,0,Bank,12,Mth,84.33333333,758.97 ,8.00 ,892.5,0.083799995,84.8,23.75,0,0,108.55 ,20.00,128.55 ,0.127025692,2007/10/20,1327,8,1243,8,2007/11/21,14,2007/7/24,253.03 ,245.03 ,,4507,1961/7/7,30111242,MICHAEL HILL JEWELLER MORAYFIELD (471),Jewellery,No,No
61220687,L61220687,CHAIN,Default,2007/9/28,2007/10/3,2007H2,2007/10/21,4900,490,4410,0.1,18,18,0,CC,18,Mth,245,3430.00 ,735.00 ,3775.5,0.123300001,543.75,33,0,0,576.75 ,10.00,586.75 ,0.133049887,2009/4/21,809,735,781,735,2009/4/22,18,2008/12/23,980.00 ,245.00 ,,4208,1978/4/1,30102469,WALLACE BISHOP - QUEEN STREET,Jewellery,No,No
60799220,L60799220,VACUUM,Default,2007/8/6,2007/8/10,2007H2,2007/8/30,1425,200,1225,0.140350877,12,12,0,Bank,26,FN,47.10813721,618.32 ,362.44 ,1101,0.092,112.69,0,0,0,112.69 ,25.00,137.69 ,0.1124,2008/8/30,1075,362.44,1016,362.44,2008/7/30,11,2008/4/1,606.68 ,244.24 ,,6210,1979/1/22,30107531,GODFREY'S - MANDURAH,Vacuums,No,No
61305697,L61305697,JEWLERY,Default,2007/10/25,2007/11/2,2007H2,2007/11/8,560,60,500,0.107142857,12,12,0,CC,26,FN,19.22781111,250.76 ,5.00 ,431.9,0.081699997,40.84,21,0,0,61.84 ,30.00,91.84 ,0.18368,2008/11/8,1037,5,859,5,2008/9/6,10,2008/5/9,249.24 ,244.24 ,,5162,1971/4/9,30100771,SHIELS - COLONNADES,Jewellery,No,No
61191098,L61191098,VACUUM,Default,2007/6/20,2007/6/27,2007H1,2007/7/20,1125,150,975,0.133333333,12,12,0,Bank,12,Mth,81.25,81.25 ,650.00 ,862.5,0.092,82.22,0,0,0,102.22 ,10.00,112.22 ,0.115097436,2008/7/20,1298,650,1209,650,2007/12/20,6,2007/8/22,893.75 ,243.75 ,,3805,1948/5/1,30104514,GODFREYS - CLAYTON,Vacuums,No,No
60990174,L60990174,RING,Default,2006/12/15,2007/1/1,2007H1,2007/1/15,999,249.75,749.25,0.25,18,18,0,Bank,36,FN,19.20858329,20.81 ,484.76 ,645,0.099799998,74.77,20,0,0,94.77 ,10.00,104.77 ,0.139833166,2008/7/15,1495,484.76,1321,484.76,2007/6/6,5,2007/2/6,728.44 ,243.68 ,,6057,1974/11/20,30101219,EDMENTS BELMONT (821),Jewellery,No,No
60788398,L60788398,LAPTOP,Default,2006/1/17,2006/1/20,2006H1,2006/2/3,1592,416.75,1175.25,0.261777638,12,12,0,CC,26,FN,45.19497,361.60 ,570.00 ,1038.7,0.083500005,98.13,26,0,0,124.13 ,0.00,124.13 ,0.105620081,2007/2/3,1725,570,1659,570,2006/10/19,9,2006/6/21,813.65 ,243.65 ,,4218,1980/7/28,30107682,QUEENSLAND COMPUTER GROUP,Computers,No,No
61219928,L61219928,SHUTTER,Default,2007/6/21,2007/7/10,2007H2,2007/8/13,6496,650,5846,0.100061576,24,24,0,Bank,24,Mth,243.5833333,1217.90 ,4384.52 ,4992.3,0.127100006,743.02,33,0,0,776.02 ,10.00,786.02 ,0.134454328,2009/8/13,1142,4384.52,1114,4384.52,2008/5/24,10,2008/1/25,4628.10 ,243.58 ,,6108,1979/9/25,30108363,OZ-SHUT ROLLER SHUTTERS,Roofing / Shutters / Gutters,Yes,Yes
61158043,L61158043,SPA,Default,2007/11/30,2007/12/23,2007H2,2007/12/29,6900,700,6200,0.101449275,24,24,0,Bank,24,Mth,258.3333333,5941.59 ,15.08 ,5244.7,0.131200001,813.44,55,0,0,868.44 ,65.00,933.44 ,0.150554839,2009/12/29,449,15.08,440,15.08,2010/4/17,28,2009/12/18,258.41 ,243.33 ,,2173,1961/3/14,30111597,BLUE HAVEN POOLS & SPAS - LANSVALE,Pools and Spas,Yes,Yes
60909492,L60909492,554893,Default,2006/3/3,2006/3/14,2006H1,2006/4/1,550,140,410,0.254545455,18,18,0,CC,18,Mth,22.77777778,166.62 ,0.34 ,328.4,0.113799997,46.65,27.5,0,0,74.15 ,10.00,84.15 ,0.205243902,2007/10/1,1590,0.34,1260,0.34,2007/3/3,12,2006/11/3,243.38 ,243.04 ,,2800,1941/4/20,30111244,MICHAEL HILL JEWELLER CARINDALE (478),Jewellery,No,No
61108937,L61108937,PHOTOS,Default,2007/10/27,2007/11/4,2007H2,2007/11/21,450,127.5,322.5,0.283333333,3,3,0,Bank,6,FN,49.60775265,0.00 ,80.00 ,297.2,0.043499999,14.02,8.98,0,0,23.00 ,10.00,33.00 ,0.102325581,2008/2/21,1194,80,1136,80,2008/4/2,5,2007/12/4,322.50 ,242.50 ,,4114,1985/3/10,30108325,PIXI FOTO - BROWNS PLAINS,Photo Studio,No,No
61113259,L61113259,RING,Default,2007/4/17,2007/4/18,2007H1,2007/4/25,2449.3,700,1749.3,0.285795942,12,12,0,Bank,26,FN,67.27041994,1045.52 ,461.28 ,1580,0.076499999,133.82,20,0,0,153.82 ,20.00,173.82 ,0.09936546,2008/4/25,1011,0,1026,461.28,2008/10/2,18,2008/6/4,703.78 ,242.50 ,,4570,1988/1/8,30101196,AMIES - GYMPIE,Jewellery,No,No
61135528,L61135528,RING,Default,2007/11/29,2007/12/9,2007H2,2007/12/26,1199,120,1079,0.100083403,12,12,0,CC,26,FN,41.49361637,715.88 ,120.62 ,943.1,0.095899999,103.47,20,0,0,123.47 ,45.00,168.47 ,0.15613531,2008/12/26,845,120.62,820,120.62,2009/3/17,15,2008/11/17,363.12 ,242.50 ,,2452,1959/7/18,30101144,ANGUS & COOTE COFFS HARBOUR (151),Jewellery,No,No
61141789,L61141789,PACKAGE,Default,2007/9/23,2007/9/25,2007H2,2007/10/18,4198,0,4198,0,24,24,0,Bank,52,FN,80.71835102,242.19 ,3713.62 ,3546.7,0.131500006,552.03,40,0,0,592.03 ,10.00,602.03 ,0.143408766,2009/10/18,1186,3713.62,1146,3713.62,2008/4/10,7,2007/12/12,3955.81 ,242.19 ,,3030,1976/9/6,30105456,PRIME FITNESS - HOPPERS CROSSING,Fitness Equipment,No,No
60995629,L60995629,JEWELRY,Default,2006/12/21,2007/1/1,2007H1,2007/1/22,645,162,483,0.251162791,12,12,0,Bank,12,Mth,40.25,121.20 ,120.30 ,406.1,0.090899996,43.9,26,0,0,69.90 ,20.00,89.90 ,0.186128364,2008/1/22,1408,120.3,1234,120.3,2007/9/1,8,2007/5/4,361.80 ,241.50 ,,4132,1985/1/10,30102486,WALLACE BISHOP - LOGANHOLME,Jewellery,No,No
30000702,L30000702,ALARM,Default,2007/2/15,2007/2/28,2007H1,2007/3/7,2672.38,270,2402.38,0.101033536,48,48,0,Bank,48,Mth,50.04958333,690.59 ,1471.54 ,1815.9,0.221900001,533.08,0,0,0,533.08 ,30.00,563.08 ,0.234384236,2011/3/7,904,1471.54,779,1471.54,2009/1/17,23,2008/9/19,1711.79 ,240.25 ,,6112,1983/8/17,30112641,MODERN SECURITY WA,Home Security,Yes,Yes
60787534,L60787534,VATCH,Default,2006/3/1,2006/3/7,2006H1,2006/4/5,513.85,128.47,385.38,0.250014596,12,12,0,Bank,12,Mth,32.115,32.11 ,113.25 ,322.3,0.083999999,28.82,28.5,0,0,57.32 ,0.00,57.32 ,0.148736312,2007/4/5,1761,113.25,1542,113.25,2006/9/13,6,2006/5/16,353.27 ,240.02 ,,3020,1960/3/26,30104106,BEVILLES JEWELLERS - Chadstone,Jewellery,No,No
60879931,L60879931,LAPTOP,Default,2006/1/10,2006/1/13,2006H1,2006/2/3,1941,486,1455,0.250386399,12,12,0,Bank,26,FN,55.95293032,167.88 ,1047.12 ,1293.1,0.080499999,117.12,30,0,0,147.12 ,0.00,147.12 ,0.101113402,2007/2/3,1810,1047.12,1753,1047.12,2006/7/26,6,2006/3/28,1287.12 ,240.00 ,,4207,1977/7/23,30110847,BEST DEAL 4 U COMPUTERS & IT,Computers,No,No
60682077,L60682077,JEWELLR,Default,2006/2/6,2006/2/14,2006H1,2006/2/21,1509.45,377.36,1132.09,0.249998344,12,12,0,Bank,12,Mth,94.34083333,283.02 ,609.07 ,1016,0.075499997,85.47,20,0,0,105.47 ,0.00,105.47 ,0.093163971,2007/2/21,1746,609.07,1672,609.07,2006/9/28,7,2006/5/31,849.07 ,240.00 ,,4211,1974/9/21,30101671,GOLDMARK RUNAWAY BAY (651),Jewellery,No,No
60406384,L60406384,BEDDING,Default,2006/9/11,2006/9/17,2006H2,2006/10/22,4396,0,4396,0,24,24,0,Bank,24,Mth,183.1666667,0.00 ,4156.00 ,3745.6,0.128800005,566.2,25,0,0,591.20 ,0.00,591.20 ,0.134485896,2008/10/22,1592,4156,1554,4156,2007/3/1,6,2006/11/1,4396.00 ,240.00 ,,2519,1987/10/3,30104710,SNOOZE - WOLLONGONG,Furniture / Bedding New,No,No
60960329,L60960329,,Default,2006/5/2,2006/5/9,2006H1,2006/6/2,1002,250.5,751.5,0.25,12,12,0,Bank,12,Mth,62.625,125.24 ,386.26 ,656.6,0.083099999,62.44,23.75,0,0,86.19 ,0.00,86.19 ,0.114690619,2007/6/2,1648,386.26,1546,386.26,2007/1/4,8,2006/9/6,626.26 ,240.00 ,,3029,1977/3/26,30111299,MICHAEL HILL JEWELLER WERRIBEE (392),Jewellery,No,No
60934359,L60934359,VACUUM,Default,2006/7/4,2006/7/17,2006H2,2006/7/25,449,1,448,0.002227171,12,12,0,Bank,26,FN,17.22811875,51.69 ,156.31 ,380.5,0.0788,35.3,26,0,0,61.30 ,0.00,61.30 ,0.136830357,2007/7/25,1636,156.31,1450,156.31,2007/1/16,6,2006/9/18,396.31 ,240.00 ,,4207,1982/12/13,30104417,GODFREYS - LOGANHOLME,Vacuums,No,No
61008719,L61008719,JEWEL,Default,2006/12/1,2006/12/6,2006H2,2006/12/30,3630,630,3000,0.173553719,12,12,0,Bank,12,Mth,250,260.00 ,2500.00 ,2525.6,0.134399995,403.19,28,0,0,431.19 ,10.00,441.19 ,0.147063333,2007/12/30,1471,2500,1446,2500,2007/6/30,6,2007/3/2,2740.00 ,240.00 ,,3976,1981/3/6,30111288,MICHAEL HILL JEWELLER FOUNTAIN GATE (387),Jewellery,No,No
60976888,L60976888,CHAIN,Default,2006/11/2,2006/11/9,2006H2,2006/12/2,1154,289,865,0.250433276,12,12,0,Bank,26,FN,33.26411321,33.26 ,591.74 ,758.4,0.0845,73.09,23.75,0,0,96.84 ,10.00,106.84 ,0.123514451,2007/12/2,1528,591.74,1434,591.74,2007/5/4,6,2007/1/4,831.74 ,240.00 ,,2164,1954/9/1,30111261,MICHAEL HILL JEWELLER FAIRFIELD (264),Jewellery,No,No
60870929,L60870929,INS,Default,2006/2/13,2006/2/28,2006H1,2006/3/10,4795,0,4795,0,24,24,0,Bank,52,FN,92.19735425,1015.87 ,3539.13 ,3998.3,0.142700002,684.24,40,0,0,724.24 ,10.00,734.24 ,0.153126173,2008/3/10,1451,3539.13,1430,3539.13,2007/7/20,17,2007/3/22,3779.13 ,240.00 ,,6530,1969/9/28,30108864,COOL OR COSY - WA,Air Conditioning / Heating,Yes,Yes
60971783,L60971783,T/MILL,Default,2006/4/19,2006/4/24,2006H1,2006/5/1,1803,360.6,1442.4,0.2,12,12,0,CC,12,Mth,120.2,1202.00 ,0.40 ,1280.5,0.083999999,121.16,26,0,0,147.16 ,20.00,167.16 ,0.115890183,2007/5/1,1471,0.4,1413,0.4,2007/6/30,14,2007/3/2,240.40 ,240.00 ,,6164,1961/1/8,30106317,ORBIT HEALTH & FITNESS - BOORAGOON,Fitness Equipment,No,No
60219659,L60219659,RING 82,Default,2006/10/31,2006/11/3,2006H2,2006/11/17,695,174,521,0.250359712,12,12,0,Bank,26,FN,20.03537917,0.00 ,281.00 ,443.5,0.090999998,47.41,23,0,0,70.41 ,10.00,80.41 ,0.154337812,2007/11/17,1565,281,1403,281,2007/3/28,4,2006/11/28,521.00 ,240.00 ,,2306,1986/6/23,30110754,PROUDS JEWELLERS GRAND CENTRAL (413),Jewellery,No,No
61070808,L60622907,JEWLER,Default,2006/12/4,2006/12/4,2006H2,2007/1/3,960,335,625,0.348958333,12,12,0,Bank,12,Mth,52.08333333,0.00 ,385.00 ,540.7,0.0845,52.81,23.75,0,0,76.56 ,10.00,86.56 ,0.138496,2008/1/3,1516,385,1382,385,2007/5/16,5,2007/1/16,625.00 ,240.00 ,,3150,1969/3/10,30111289,MICHAEL HILL JEWELLER THE GLEN (388),Jewellery,No,No
60968931,L60968931,JEWELRY,Default,2006/7/14,2006/7/25,2006H2,2006/8/28,1998,700,1298,0.35035035,12,12,0,Bank,12,Mth,108.1666667,865.28 ,192.72 ,1147.9,0.081999995,106.43,30,0,0,136.43 ,0.00,136.43 ,0.105107858,2007/8/28,1410,192.72,1346,192.72,2007/8/30,13,2007/5/2,432.72 ,240.00 ,,4212,1966/7/5,30102127,LEDGER & CO FINE JEWELLERY-HARBOURTOWN,Jewellery,No,No
61022894,L61022894,HR BIRD,Default,2006/9/22,2006/9/29,2006H2,2006/10/28,480,120,360,0.25,12,12,0,Bank,12,Mth,30,30.00 ,90.00 ,296.2,0.088699989,31.93,26,0,0,57.93 ,0.00,57.93 ,0.160916667,2007/10/28,1563,90,1323,90,2007/3/30,6,2006/11/30,330.00 ,240.00 ,,2759,1964/10/13,30106437,YOUR BEST FRIEND,Aquarium / Pet Stores,No,No
61021499,L61021499,A/M,Default,2006/10/9,2006/10/13,2006H2,2006/11/8,1500,485,1015,0.323333333,12,12,0,Bank,26,FN,39.03245655,546.42 ,228.58 ,912.7,0.083499998,61.93,26,0,5,92.93 ,10.00,102.93 ,0.101408867,2007/11/8,1383,228.58,1301,228.58,2007/9/26,11,2007/5/29,468.58 ,240.00 ,,4300,1975/2/8,30101463,SALTERS OF MOOROOKA,New Car Servicing  & Aftermkt.,No,No
61200291,L61200291,REPAIRS,Default,2007/8/18,2007/8/22,2007H2,2007/8/31,3000,1000,2000,0.333333333,9,9,0,Bank,18,FN,102.5483259,0.00 ,1760.00 ,1788.8,0.086000003,171.99,20,0,0,191.99 ,0.00,191.99 ,0.095995,2008/5/31,1285,1760,1254,1760,2008/1/2,5,2007/9/4,2000.00 ,240.00 ,,4680,1961/4/17,30107528,MIDAS,Auto Repair / Service,No,No
61041644,L61041644,,Default,2006/10/8,2006/10/24,2006H2,2006/11/8,563.5,141.5,422,0.251109139,12,12,0,CC,26,FN,16.22827257,146.07 ,35.93 ,356.9,0.083799995,35.36,23.75,0,0,59.11 ,15.00,74.11 ,0.175616114,2007/11/8,1450,35.93,1251,35.93,2007/7/21,9,2007/3/23,275.93 ,240.00 ,,2770,1977/6/10,30111258,MICHAEL HILL JEWELLER CAMPBELLTOWN (260),Jewellery,No,No
